Name,Score,Genres,Type,Episodes,Aired,Premiered,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Nekketsu Saikyou Go-Saurer,6.72,"Action, Sci-Fi, Mecha",TV,51,"Mar 3, 1993 to Feb 23, 1994",Spring 1993,Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,4805.0,10604,934,7,56,275,47,70,486
Usavich III,7.1,Comedy,TV,13,"Oct 13, 2008 to May 25, 2009",Fall 2008,Kanaban Graphics,Original,1 min. per ep.,PG-13 - Teens 13 or older,3221.0,7115,3973,6,54,3468,28,107,316
Kemono no Souja Erin,8.35,"Drama, Fantasy, Slice of Life",TV,50,"Jan 10, 2009 to Dec 26, 2009",Winter 2009,"Production I.G, Trans Arts",Novel,25 min. per ep.,PG-13 - Teens 13 or older,180.0,1829,68946,1404,4271,18958,3414,2383,39920
Ougon Yuusha Goldran,6.82,"Action, Sci-Fi, Adventure, Fantasy, Mecha, Shounen",TV,48,"Feb 4, 1995 to Jan 27, 1996",Winter 1995,Sunrise,Original,24 min. per ep.,G - All Ages,4361.0,8894,1948,10,133,546,89,122,1058
Yoku Wakaru Gendai Mahou,6.46,"Comedy, Magic",TV,12,"Jul 12, 2009 to Sep 27, 2009",Summer 2009,Nomad,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6121.0,3431,22648,28,1249,9846,1065,1670,8818
Fushigi na Melmo,6.38,"Magic, Shoujo",TV,26,"Oct 3, 1971 to Mar 26, 1972",Fall 1971,Tezuka Productions,Manga,24 min. per ep.,PG - Children,6507.0,10256,1097,1,64,293,66,122,552
Shin Mazinger Shougeki! Z-hen,7.71,"Action, Super Power, Drama, Mecha, Shounen",TV,26,"Apr 4, 2009 to Sep 26, 2009",Spring 2009,"Bee Media, Code",Manga,23 min. per ep.,R - 17+ (violence & profanity),994.0,4449,12775,149,807,4885,734,787,5562
Konnichiwa Anne: Before Green Gables,7.59,"Drama, Historical, Kids, Slice of Life",TV,39,"Apr 5, 2009 to Dec 27, 2009",Spring 2009,Nippon Animation,Novel,20 min. per ep.,G - All Ages,1321.0,6273,5394,27,296,1822,301,257,2718
Shinkyoku Soukai Polyphonica Crimson S,7.19,"Drama, Fantasy, Music, Romance, School",TV,12,"Apr 5, 2009 to Jun 21, 2009",Spring 2009,Diomedéa,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2810.0,3457,22292,44,1134,11281,808,784,8285
Viper's Creed,6.74,"Action, Military, Sci-Fi",TV,12,"Jan 6, 2009 to Mar 24, 2009",Winter 2009,"AIC Spirits, Digital Frontier",Original,23 min. per ep.,PG-13 - Teens 13 or older,4710.0,5076,9178,16,443,4593,390,648,3104
Senjou no Valkyria,7.62,"Action, Military, Romance",TV,26,"Apr 5, 2009 to Sep 27, 2009",Spring 2009,A-1 Pictures,Game,24 min. per ep.,PG-13 - Teens 13 or older,1213.0,1245,116161,635,7098,58874,5584,5609,38996
07-Ghost,7.24,"Action, Demons, Fantasy, Josei, Magic, Military",TV,25,"Apr 7, 2009 to Sep 22, 2009",Spring 2009,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2587.0,809,183988,2293,10151,113499,8992,12796,38550
Pandora Hearts,7.72,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,"Apr 3, 2009 to Sep 25, 2009",Spring 2009,Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,988.0,368,361650,5621,21057,187234,18829,17444,117086
Natsu no Arashi!,7.28,"Comedy, Romance, Supernatural",TV,13,"Apr 6, 2009 to Jun 29, 2009",Spring 2009,Shaft,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2412.0,2390,44920,73,2605,14824,2041,2776,22674
Little El Cid no Bouken,6.31,"Kids, Adventure, Historical",TV,26,"Feb 6, 1984 to Mar 12, 1984",Winter 1984,Nippon Animation,Original,25 min. per ep.,G - All Ages,6843.0,11898,545,1,27,234,18,78,188
Dokonjou Gaeru,6.43,"Slice of Life, Comedy, Shounen",TV,103,"Oct 7, 1972 to Sep 28, 1974",Fall 1972,Tokyo Movie Shinsha,Manga,25 min. per ep.,G - All Ages,6280.0,10121,1162,4,102,233,119,179,529
Higashi no Eden,7.83,"Action, Sci-Fi, Mystery, Drama, Romance, Thriller",TV,11,"Apr 10, 2009 to Jun 19, 2009",Spring 2009,Production I.G,Original,23 min. per ep.,R - 17+ (violence & profanity),780.0,274,464410,4155,17873,274002,13067,9490,149978
Great Mazinger,7.06,"Action, Mecha, Sci-Fi, Shounen",TV,56,"Sep 8, 1974 to Sep 26, 1975",Fall 1974,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3387.0,6928,4232,15,215,2142,204,183,1488
GA: Geijutsuka Art Design Class,7.15,"Slice of Life, Comedy, School, Seinen",TV,12,"Jul 7, 2009 to Sep 22, 2009",Summer 2009,AIC PLUS+,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2994.0,3903,17480,69,931,7167,960,1290,7132
Saki,7.48,"Game, School, Slice of Life",TV,25,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,"Gonzo, Picture Magic",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1649.0,1671,79667,818,4471,40215,3518,4616,26847
Basquash!,7.24,"Sports, Mecha, Shounen",TV,26,"Apr 3, 2009 to Oct 2, 2009",Spring 2009,Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,2590.0,2513,40795,183,2770,18683,2633,4116,12593
Kobato.,7.98,"Comedy, Drama, Romance, Fantasy",TV,24,"Oct 6, 2009 to Mar 23, 2010",Fall 2009,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,563.0,1064,139776,1634,7934,63191,7458,7515,53678
K-On!,7.84,"Music, Slice of Life, Comedy, School",TV,13,"Apr 3, 2009 to Jun 26, 2009",Spring 2009,Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,758.0,108,776322,19409,36586,519279,24170,25207,171080
Phantom: Requiem for the Phantom,8.01,"Action, Drama, Seinen, Thriller",TV,26,"Apr 3, 2009 to Sep 25, 2009",Spring 2009,Bee Train,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),525.0,533,270786,4307,14540,127840,11074,9550,107782
Fresh Precure!,7.31,"Action, Slice of Life, Comedy, Magic, Fantasy, Shoujo",TV,50,"Feb 1, 2009 to Jan 30, 2010",Winter 2009,Toei Animation,Original,25 min. per ep.,G - All Ages,2301.0,4492,12480,147,757,6170,704,679,4170
Gegege no Kitarou (1968),6.77,"Adventure, Comedy, Horror, Supernatural, Fantasy",TV,65,"Jan 3, 1968 to Mar 30, 1969",Winter 1968,Toei Animation,Manga,25 min. per ep.,G - All Ages,4593.0,7611,3280,19,299,696,308,257,1720
Nodame Cantabile: Finale,8.27,"Comedy, Josei, Music, Romance",TV,11,"Jan 15, 2010 to Mar 26, 2010",Winter 2010,J.C.Staff,Manga,22 min. per ep.,PG-13 - Teens 13 or older,243.0,1290,110315,429,2866,79384,1781,933,25351
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,7.13,"Action, Super Power, Magic, Romance, Fantasy",TV,9,"Jan 14, 2009 to Mar 11, 2009",Winter 2009,Kyoto Animation,Original,24 min. per ep.,PG-13 - Teens 13 or older,3069.0,2744,34958,113,1530,17359,1099,1113,13857
Tanoshii Muumin Ikka Bouken Nikki,7.5,"Kids, Slice of Life, Adventure, Fantasy",TV,26,"Oct 10, 1991 to Mar 26, 1992",Fall 1991,Telescreen,Book,25 min. per ep.,G - All Ages,1581.0,6540,4879,16,147,3313,91,166,1162
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.3,"Action, Adventure, Game, Kids, Sci-Fi",TV,30,"Feb 3, 2008 to Aug 31, 2008",Winter 2008,Sunrise,Game,24 min. per ep.,G - All Ages,6886.0,6080,5847,16,160,4394,131,210,952
Tayutama: Kiss on My Deity,6.78,"Harem, Romance, Supernatural",TV,12,"Apr 6, 2009 to Jun 22, 2009",Spring 2009,SILVER LINK.,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,4520.0,1981,61027,115,3418,36223,2287,2675,16424
Dororo to Hyakkimaru,7.17,"Action, Adventure, Supernatural",TV,26,"Apr 6, 1969 to Sep 28, 1969",Spring 1969,Mushi Production,Manga,26 min. per ep.,R - 17+ (violence & profanity),2888.0,4568,11954,76,854,3800,587,609,6104
Tsurupika Hagemaru-kun,6.87,"Kids, Comedy",TV,59,"Mar 3, 1988 to Aug 30, 1989",Spring 1988,Shin-Ei Animation,4-koma manga,24 min. per ep.,PG - Children,4161.0,9148,1765,16,70,1244,49,154,248
Tiger Mask Nisei,7.31,"Action, Sports, Drama",TV,33,"Apr 20, 1981 to Jan 18, 1982",Spring 1981,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),2290.0,6581,4796,16,142,3137,112,193,1212
Kyojin no Hoshi,6.79,"Drama, Sports",TV,182,"Mar 30, 1968 to Sep 18, 1971",Spring 1968,TMS Entertainment,Manga,25 min. per ep.,G - All Ages,4502.0,9039,1866,8,90,365,89,139,1183
Hanasakeru Seishounen,7.76,"Drama, Romance, Shoujo",TV,39,"Apr 5, 2009 to Feb 14, 2010",Spring 2009,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,908.0,2056,57812,595,4661,26098,3695,4661,18697
Shin Chou Kyou Ryo: Condor Hero III,7.33,"Action, Adventure, Drama, Historical, Romance",TV,26,"Apr 13, 2008 to May 3, 2008",Spring 2008,Nippon Animation,Novel,20 min. per ep.,PG-13 - Teens 13 or older,2190.0,8394,2392,5,132,1031,125,114,990
Examurai Sengoku,6.37,"Action, Sci-Fi, Martial Arts, Samurai",TV,24,"Jan 11, 2009 to Jun 25, 2009",Winter 2009,TMS Entertainment,Other,12 min. per ep.,PG-13 - Teens 13 or older,6547.0,7267,3748,5,354,665,327,435,1967
Chinpui,6.15,Comedy,TV,56,"Feb 11, 1989 to Apr 18, 1991",Winter 1989,"Kyoto Animation, Production I.G, Shin-Ei Animation",Manga,25 min. per ep.,G - All Ages,7562.0,10909,818,4,41,370,55,112,240
Seitokai no Ichizon,7.36,"Harem, Comedy, Parody, School",TV,12,"Oct 3, 2009 to Dec 19, 2009",Fall 2009,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2075.0,894,166937,692,8186,93819,5727,7048,52157
Kanamemo,6.89,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,13,"Jul 6, 2009 to Sep 28, 2009",Summer 2009,feel.,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,4075.0,2790,33761,74,1786,16428,1341,2023,12183
Animation Kikou: Marco Polo no Bouken,6.16,"Adventure, Historical",TV,43,"Apr 7, 1979 to Apr 5, 1980",Spring 1979,Madhouse,Original,20 min. per ep.,G - All Ages,7508.0,11403,666,4,24,224,27,93,298
Seiken no Blacksmith,6.74,"Action, Adventure, Fantasy",TV,12,"Oct 3, 2009 to Dec 19, 2009",Fall 2009,Manglobe,Light novel,24 min. per ep.,R+ - Mild Nudity,4725.0,999,148745,215,8386,93366,5009,7780,34204
Cross Game,8.43,"Comedy, Drama, Romance, School, Shounen, Sports",TV,50,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,SynergySP,Manga,23 min. per ep.,PG-13 - Teens 13 or older,136.0,1392,100414,2732,5263,48400,4078,3464,39209
Element Hunters,6.64,"Sci-Fi, Shounen",TV,39,"Jul 4, 2009 to Mar 27, 2010",Summer 2009,"Heewon Entertainment, NHK Enterprises",Original,24 min. per ep.,G - All Ages,5168.0,4555,11921,17,838,3411,795,1866,5011
Mahou no Princess Minky Momo: Yume wo Dakishimete,6.65,"Magic, Shoujo",TV,62,"Oct 2, 1991 to Dec 23, 1992",Fall 1991,Production Reed,Original,24 min. per ep.,G - All Ages,5153.0,8862,1973,0,81,827,85,124,856
Sora no Otoshimono,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",TV,13,"Oct 5, 2009 to Dec 28, 2009",Fall 2009,AIC ASTA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2082.0,338,394109,4035,15435,275739,9400,14720,78815
Metal Fight Beyblade,6.68,"Adventure, Comedy, Sports",TV,51,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,"Tatsunoko Production, SynergySP, Seven",Manga,25 min. per ep.,PG - Children,5000.0,2111,55471,257,1431,47495,1080,2180,3285
Kinnikuman II Sei: Ultimate Muscle,6.92,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,13,"Apr 7, 2004 to Jun 30, 2004",Spring 2004,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3952.0,6137,5731,11,157,4142,107,206,1119
Kinnikuman II Sei: Ultimate Muscle 2,6.97,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",TV,13,"Jan 4, 2006 to Mar 29, 2006",Winter 2006,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3753.0,6501,4955,3,104,3666,74,126,985
Fight Ippatsu! Juuden-chan!!,6.68,"Ecchi, Comedy, Sci-Fi, Shounen",TV,12,"Jun 25, 2009 to Sep 9, 2009",Summer 2009,Studio Hibari,Manga,24 min. per ep.,R+ - Mild Nudity,4991.0,3034,29057,51,1430,16469,1043,1913,8202
Higepiyo,7.12,Comedy,TV,39,"Apr 3, 2009 to Feb 19, 2010",Spring 2009,Kinema Citrus,Original,5 min. per ep.,PG - Children,3116.0,6285,5399,16,561,2217,501,809,1311
Ristorante Paradiso,7.36,"Drama, Josei, Romance, Slice of Life",TV,11,"Apr 9, 2009 to Jun 25, 2009",Spring 2009,David Production,Manga,22 min. per ep.,PG-13 - Teens 13 or older,2051.0,2648,37163,159,1794,13368,1557,2004,18440
Sabu to Ichi Torimono Hikae,6.37,"Action, Slice of Life, Adventure, Police, Martial Arts, Samurai, Historical, Drama, Shounen",TV,52,"Oct 3, 1968 to Sep 24, 1969",Fall 1968,Toei Animation,Manga,25 min. per ep.,R - 17+ (violence & profanity),6532.0,9458,1564,9,151,188,126,133,966
Jewelpet,6.65,"Fantasy, Magic, Shoujo",TV,52,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,Studio Comet,Original,23 min. per ep.,PG - Children,5150.0,5187,8655,41,469,3532,437,677,3540
Nogizaka Haruka no Himitsu: Purezza,7.2,"Comedy, Ecchi, Romance",TV,12,"Oct 6, 2009 to Dec 22, 2009",Fall 2009,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2778.0,1938,63351,101,1958,48493,1510,1732,9658
Chi's Sweet Home: Atarashii Ouchi,7.75,"Comedy, Kids, Slice of Life",TV,104,"Mar 30, 2009 to Sep 24, 2009",Spring 2009,Madhouse,Manga,3 min. per ep.,G - All Ages,922.0,3295,24777,116,2018,11689,1852,1399,7819
Needless,7.28,"Action, Sci-Fi, Comedy, Super Power, Ecchi, Seinen",TV,24,"Jul 3, 2009 to Dec 11, 2009",Summer 2009,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),2439.0,1169,126334,557,6497,69741,5214,8017,36865
Dragon Ball Kai,7.73,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,"Apr 5, 2009 to Mar 27, 2011",Spring 2009,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,957.0,536,269840,2666,14520,212339,8830,10881,23270
Kimi ni Todoke,8.02,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,"Oct 7, 2009 to Mar 31, 2010",Fall 2009,Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older,515.0,148,648101,10587,36190,409858,24267,21325,156461
F,6.67,"Cars, Shounen, Sports",TV,31,"Mar 9, 1988 to Dec 23, 1988",Spring 1988,Studio Deen,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5045.0,8460,2316,11,171,658,99,146,1242
Moeru! Oniisan,6.22,"Action, Adventure, Comedy",TV,24,"Mar 14, 1988 to Sep 19, 1988",Spring 1988,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7268.0,10739,885,1,67,169,41,78,530
Gregory Horror Show,6.61,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,"Oct, 1999 to Jun, 2001",Fall 1999,Milky Cartoon,Original,2 min. per ep.,PG-13 - Teens 13 or older,5341.0,7736,3114,49,123,1527,65,124,1275
Ai no Wakakusa Yama Monogatari,6.08,Comedy,TV,12,"Aug 1, 1999 to Oct 1, 1999",Summer 1999,Gainax,Manga,4 min. per ep.,PG-13 - Teens 13 or older,7865.0,10585,939,0,40,321,32,102,444
Jetter Mars,6.22,"Action, Drama, Mecha, Sci-Fi",TV,27,"Feb 3, 1977 to Sep 15, 1977",Winter 1977,Toei Animation,Original,23 min. per ep.,G - All Ages,7261.0,10631,921,1,49,365,54,104,349
Anmitsu Hime,6.3,"Comedy, Historical, Shoujo",TV,51,"Oct 5, 1986 to Sep 27, 1987",Fall 1986,Studio Pierrot,Manga,24 min. per ep.,G - All Ages,6871.0,10772,867,4,42,229,42,89,465
Sora no Manimani,7.09,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,"Jul 7, 2009 to Sep 22, 2009",Summer 2009,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3235.0,2603,38230,64,1901,19181,1490,1557,14101
Shin Koihime†Musou,6.84,"Comedy, Ecchi, Fantasy, Historical",TV,12,"Oct 5, 2009 to Dec 21, 2009",Fall 2009,Doga Kobo,Visual novel,25 min. per ep.,R+ - Mild Nudity,4282.0,3089,27992,46,1336,14971,981,1221,9483
Rainbow: Nisha Rokubou no Shichinin,8.52,"Drama, Historical, Seinen, Thriller",TV,26,"Apr 7, 2010 to Sep 29, 2010",Spring 2010,Madhouse,Manga,22 min. per ep.,R - 17+ (violence & profanity),94.0,466,304557,7421,20996,135582,16102,12168,119709
Gokujou!! Mecha Mote Iinchou,6.38,"Comedy, Romance, School, Shoujo",TV,51,"Apr 4, 2009 to Mar 27, 2010",Spring 2009,SynergySP,Manga,24 min. per ep.,PG - Children,6513.0,5806,6606,20,540,1919,464,1004,2679
Cookin' Idol Ai! Mai! Main!,6.18,"Comedy, Kids",TV,305,"Mar 30, 2009 to Mar 22, 2013",Spring 2009,Studio Deen,Original,6 min. per ep.,PG - Children,7450.0,9477,1552,3,110,248,87,148,959
Umi Monogatari: Anata ga Ite Kureta Koto,6.64,"Supernatural, Drama, Magic, Romance, Fantasy",TV,12,"Jun 25, 2009 to Sep 17, 2009",Summer 2009,Zexcs,Game,24 min. per ep.,PG-13 - Teens 13 or older,5210.0,3392,23241,30,1388,7075,1269,1881,11628
Marie & Gali,6.31,Comedy,TV,40,"Mar 31, 2009 to Mar 23, 2010",Spring 2009,Toei Animation,Original,5 min. per ep.,PG-13 - Teens 13 or older,6851.0,7394,3557,1,307,627,312,459,1852
Aoi Hana,7.16,"Romance, Shoujo Ai, Slice of Life",TV,11,"Jul 2, 2009 to Sep 10, 2009",Summer 2009,J.C.Staff,Manga,22 min. per ep.,PG-13 - Teens 13 or older,2927.0,1692,78669,387,3458,36656,2725,3227,32603
White Album 2nd Season,6.84,"Drama, Harem, Music, Romance",TV,13,"Oct 3, 2009 to Dec 24, 2009",Fall 2009,Seven Arcs,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,4291.0,2530,40366,55,1406,22083,1035,1222,14620
Asobi ni Iku yo!,6.65,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,"Jul 11, 2010 to Sep 26, 2010",Summer 2010,AIC PLUS+,Light novel,24 min. per ep.,R+ - Mild Nudity,5140.0,917,162121,495,8130,100942,4938,7887,40224
Princess Lover!,6.79,"Harem, Comedy, Ecchi, School",TV,12,"Jul 6, 2009 to Sep 21, 2009",Summer 2009,GoHands,Visual novel,24 min. per ep.,R+ - Mild Nudity,4465.0,852,175850,376,8127,125841,4008,5753,32121
Sasameki Koto,7.09,"Comedy, Romance, School, Shoujo Ai",TV,13,"Oct 8, 2009 to Dec 31, 2009",Fall 2009,AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3232.0,2038,58576,292,2772,27328,1831,2258,24387
Kämpfer,6.45,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,Nomad,Light novel,24 min. per ep.,R+ - Mild Nudity,6187.0,613,237051,812,9256,164401,5600,12614,45180
Tokyo Magnitude 8.0,8.06,Drama,TV,11,"Jul 10, 2009 to Sep 18, 2009",Summer 2009,"Bones, Kinema Citrus",Original,22 min. per ep.,PG-13 - Teens 13 or older,462.0,611,237316,1674,9288,120069,7293,5706,94960
Toaru Kagaku no Railgun,7.72,"Action, Sci-Fi, Super Power",TV,24,"Oct 3, 2009 to Mar 20, 2010",Fall 2009,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,991.0,281,458949,7702,25410,277246,15755,11975,128563
Omamori Himari,6.93,"Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy",TV,12,"Jan 7, 2010 to Mar 25, 2010",Winter 2010,Zexcs,Manga,24 min. per ep.,R+ - Mild Nudity,3896.0,729,201739,735,8551,141531,4256,5563,41838
Baka to Test to Shoukanjuu,7.6,"Comedy, Romance, School, Super Power",TV,13,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1278.0,221,529741,5734,19233,377592,14920,20955,97041
Zan Sayonara Zetsubou Sensei,7.91,"Comedy, Parody, School, Shounen",TV,13,"Jul 5, 2009 to Sep 27, 2009",Summer 2009,Shaft,Manga,23 min. per ep.,R - 17+ (violence & profanity),663.0,1545,89260,229,3931,46023,3170,1872,34264
Strike Witches 2,7.32,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,"Jul 8, 2010 to Sep 23, 2010",Summer 2010,AIC Spirits,Original,24 min. per ep.,R+ - Mild Nudity,2271.0,1771,73066,284,2478,48504,1564,1462,19058
Chargeman Ken!,4.73,"Action, Adventure, Sci-Fi, Shounen",TV,65,"Apr 1, 1974 to Jun 28, 1974",Spring 1974,Tama Production,Original,6 min. per ep.,PG - Children,10804.0,8318,2463,14,332,686,187,321,937
Tentou Mushi no Uta,6.35,"Drama, Slice of Life",TV,104,"Oct 6, 1974 to Sep 26, 1976",Fall 1974,Tatsunoko Production,Manga,25 min. per ep.,G - All Ages,6627.0,11798,568,2,24,239,25,92,188
Weiß Survive,6.11,"Game, Comedy, Ecchi",TV,16,"Jun 6, 2009 to Sep 26, 2009",Summer 2009,Studio Hibari,Card game,2 min. per ep.,PG-13 - Teens 13 or older,7763.0,3748,18867,10,726,10363,473,839,6466
Psychoarmor Govarian,6.13,"Action, Mecha, Super Power, Sci-Fi",TV,26,"Jul 6, 1983 to Dec 28, 1983",Summer 1983,Knack Productions,Original,24 min. per ep.,R+ - Mild Nudity,7647.0,10838,845,0,66,199,52,89,439
Tegamibachi,7.65,"Adventure, Supernatural, Fantasy, Shounen",TV,25,"Oct 3, 2009 to Mar 27, 2010",Fall 2009,Studio Pierrot,Manga,20 min. per ep.,PG-13 - Teens 13 or older,1148.0,1357,103916,782,6231,47679,6395,5903,37708
Seikon no Qwaser,6.45,"Action, Super Power, Supernatural, Ecchi, Seinen",TV,24,"Jan 10, 2010 to Jun 20, 2010",Winter 2010,Hoods Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,6145.0,553,263615,759,17794,130633,12158,30074,72956
Kiteretsu Daihyakka,6.66,"Comedy, Drama, Kids, Slice of Life",TV,331,"Mar 27, 1988 to Jun 9, 1996",Spring 1988,Gallop,Manga,25 min. per ep.,PG - Children,5079.0,7484,3441,12,132,2119,202,553,435
Nyan Koi!,7.2,"Harem, Comedy, Romance",TV,12,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2755.0,649,223345,624,8963,157653,5159,6019,45551
Angel Beats!,8.15,"Action, Comedy, Drama, School, Supernatural",TV,13,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,354.0,15,1591773,46425,55803,1229098,34233,38209,234430
Popee the Performer,7.14,"Comedy, Dementia",TV,39,"Jan 3, 2000 to Dec 28, 2001",Winter 2000,Nippon Animation,Original,4 min. per ep.,R - 17+ (violence & profanity),3045.0,5900,6341,194,469,2855,299,463,2255
Koume-chan ga Iku!,5.97,"Comedy, Romance, Slice of Life",TV,12,"Aug 1, 1999 to Oct 1, 1999",Summer 1999,Gainax,Manga,5 min. per ep.,PG-13 - Teens 13 or older,8335.0,10526,974,1,46,215,55,96,562
Darker than Black: Ryuusei no Gemini,7.48,"Action, Sci-Fi, Mystery, Super Power",TV,12,"Oct 9, 2009 to Dec 25, 2009",Fall 2009,Bones,Original,24 min. per ep.,R - 17+ (violence & profanity),1627.0,381,349653,1588,8596,262714,5522,5134,67687
Hanamaru Youchien,7.31,"Slice of Life, Comedy, Seinen",TV,12,"Jan 11, 2010 to Mar 29, 2010",Winter 2010,Gainax,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2306.0,1896,65009,181,3368,36064,2525,2669,20383
Tentai Senshi Sunred 2nd Season,7.9,"Comedy, Parody, Seinen, Super Power",TV,26,"Oct 3, 2009 to Mar 27, 2010",Fall 2009,AIC ASTA,Manga,13 min. per ep.,PG-13 - Teens 13 or older,682.0,5697,6910,27,453,3772,292,268,2125
Yume-iro Pâtissière,7.87,"Kids, School, Shoujo",TV,50,"Oct 4, 2009 to Sep 26, 2010",Fall 2009,"Studio Pierrot, Studio Hibari",Manga,24 min. per ep.,G - All Ages,709.0,1921,63739,1044,3450,41504,2579,2969,13237
Katanagatari,8.36,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,"Jan 26, 2010 to Dec 11, 2010",Winter 2010,White Fox,Light novel,50 min. per ep.,R - 17+ (violence & profanity),175.0,291,442694,9798,33832,201975,22243,13031,171613
Kuruneko,7.31,"Comedy, Slice of Life",TV,50,"Jul 5, 2009 to Jun 26, 2010",Summer 2009,"Studio Deen, DAX Production",Manga,2 min. per ep.,G - All Ages,2307.0,7070,4029,9,330,914,321,326,2138
Nono-chan,6.18,"Comedy, Slice of Life",TV,61,"Jul 7, 2001 to Sep 28, 2002",Summer 2001,Toei Animation,4-koma manga,25 min. per ep.,G - All Ages,7430.0,11086,761,2,28,184,42,96,411
Asari-chan,6.05,"Slice of Life, Comedy, Shoujo",TV,54,"Jan 25, 1982 to Feb 28, 1983",Winter 1982,Toei Animation,Manga,24 min. per ep.,G - All Ages,8035.0,11613,617,4,36,222,23,102,234
Queen's Blade: Gyokuza wo Tsugu Mono,6.58,"Action, Adventure, Ecchi, Fantasy",TV,12,"Sep 24, 2009 to Dec 10, 2009",Fall 2009,Arms,Other,24 min. per ep.,R+ - Mild Nudity,5500.0,2373,45659,91,2028,26160,1274,1822,14375
Sengoku Basara Ni,7.57,"Action, Historical, Super Power, Martial Arts, Samurai",TV,12,"Jul 11, 2010 to Sep 26, 2010",Summer 2010,Production I.G,Game,24 min. per ep.,PG-13 - Teens 13 or older,1374.0,1989,60553,193,2391,38532,1745,1361,16524
Chou Kousoku Galvion,5.97,"Action, Sci-Fi, Police, Mecha",TV,22,"Feb 3, 1984 to Apr 29, 1984",Winter 1984,Artmic,Original,23 min. per ep.,PG-13 - Teens 13 or older,8314.0,10197,1123,2,85,211,54,84,689
